133522229	2776649498
11821877	132042671
11821877	192606457
11821877	182816591
11821877	2776659914
74645175	202324634
2775905019	2779998718
2775905019	2776627056
51460	8245965
51460	2776385784
51460	78550038
51460	76655705
51460	51503804
2775935837	2778160350
2775966113	2777306862
2775969318	2779929781
2775969318	2780121049
2775969318	2776661492
98318862	47136805
98318862	180394961
98318862	2780861821
98318862	173036546
2776187335	2776743134
2776187335	2781322110
141650431	2778299002
141650431	2781299208
141650431	45020621
59218005	2778574542
8184842	2776831620
177076380	42997797
177076380	2776313053
2776391627	2779676503
27911776	2780867278
27911776	2776418905
27911776	2780109988
27911776	2776027139
27911776	2781113993
27911776	2780688804
2776453441	2778009708
145734003	38905598
145734003	190798599
2776596873	2777700496
2776596873	2777550365
145855481	21668438
145855481	86801386
35939892	34590194
35939892	2139870
35939892	2781063854
2776730241	2778314689
2776730241	2776874409
193035329	16566560
2776793162	2781046899
2776859230	2777650441
2776861202	2777044164
2776954855	2776856712
193212914	2779894411
59824394	2779675450
71640776	2780104584
71640776	2779734875
71640776	2776958753
71640776	2779929045
71640776	2779160595
71640776	35263332
71640776	207062185
71640776	2776277154
71640776	2776518375
71640776	2776051965
71640776	2779282548
71640776	2777129065
107038049	2778091546
107038049	76728937
107038049	174631178
107038049	2779290080
107038049	2780638393
107038049	2781115785
107038049	90293357
107038049	49637062
107038049	74039378
107038049	29219342
107038049	2778265151
107038049	31173074
107038049	2776888105
107038049	2779934976
107038049	2780221220
107038049	2776816198
107038049	2778802753
107038049	2777404261
107038049	2775923790
107038049	2776437934
107038049	2780011867
107038049	2780928465
107038049	123079801
107038049	2777752130
107038049	2781444413
107038049	2776110084
107038049	113194728
107038049	2780328043
107038049	29438290
107038049	2778906185
107038049	123645730
