id	name	c_10	h_index	Q	paper	citations	IndexBestPaper	TitleBestPaper	JournalBestPaper	YearBestPaper
200305	David Jasnow	11.7	17	2.74	64	73 6 51 13 13 6 6 3 31 4 58 1 22 10 4 5 7 1 12 17 13 37 5 7 18 7 3 0 15 11 92 6 1 0 3 12 3 0 10 2 2 6 11 5 9 11 3 9 17 1 19 12 4 16 11 5 1 5 3 3 3 1 6	31	Universal Scaling in the Motion of Random Interfaces	PRL	1982
200311	G. C. Phillips	6.78	12	2.19	47	10 12 0 7 7 5 6 7 8 5 8 11 4 10 22 19 6 2 11 4 9 7 11 3 3 9 5 5 7 2 2 5 46 36 5 2 1 11 6 4 6 0 0 5 2 0	33	Elastic Scattering of 1-BeV Protons from Hydrogen, Helium, Carbon, and Oxygen Nuclei	PRL	1967
200378	Gérald Bastard	33.5	23	6.17	48	2 6 2 11 1 7 111 147 10 104 122 36 35 82 18 25 30 9 17 29 39 29 11 27 19 27 50 95 1 2 7 47 14 15 31 22 9 88 10 42 31 8 1 8 157 8 3	45	Photoluminescence of Single InAs Quantum Dots Obtained by Self-Organized Growth on GaAs	PRL	1994
200573	Roberto D. Peccei	16.6	14	2.87	37	2 13 9 2 0 11 37 3 22 28 3 9 3 47 20 0 8 2 19 6 146 88 3 30 0 25 0 12 0 3 10 15 2 1 3 13	21	CP Conservation in the Presence of Pseudoparticles	PRL	1977
200732	Walter E. Bron	7.88	12	2.45	43	0 8 2 7 3 20 29 14 13 21 4 0 5 24 3 9 9 9 4 2 1 7 12 8 3 8 7 2 6 3 15 5 5 4 4 15 2 6 9 3 1 8	7	Rare-Earth Ions in the Alkali Halides. II. Pseudolocalized Vibrational Frequencies	PR	1965
200801	Rajendra Prasad	3.67	7	1.32	28	2 0 0 1 3 3 11 2 1 1 12 2 1 8 9 0 3 1 1 21 0 6 4 3 2 3 3	20	Fermi Surface, Ground-State Electronic Structure, and Positron Experiments in YBa_{2}Cu_{3}O_{7}	PRL	1988
200853	W. F. Müller	6.63	10	2.11	22	5 6 6 13 6 8 7 7 3 3 6 2 1 2 1 5 43 32 11 1 20	17	Electric-field domains in semiconductor superlattices: A novel system for tunneling between 2D systems	PRL	1991
200987	Francis Bitter	5.51	12	1.72	39	2 3 5 2 6 0 0 1 0 4 12 1 3 8 3 4 1 2 2 8 6 1 5 2 6 14 16 4 15 19 0 2 12 17 17 6 0 1	30	A New "Double Resonance" Method for Investigating Atomic Energy Levels. Application to Hg ^{3}P_{1}	PR	1952
201025	W. D. Schmidt Ott	4.64	8	1.52	14	14 11 8 1 8 0 0 0 12 5 4 2 3	1	Levels in ^{146,147,148}Gd observed following the decay of their terbium parents including a new isotope, ^{146}Tb	PRC	1974
201051	Winfried Schülke	8.64	9	2.56	17	6 1 0 10 23 10 2 9 14 4 5 14 3 10 25 4	15	Electron momentum-space densities of Li metal: A high-resolution Compton-scattering study	PRB	1996
201224	R. F. Carlton	3.66	5	1.48	15	5 1 2 3 2 2 20 2 2 4 7 3 1 1	7	Thermal neutron capture gamma rays from sulfur isotopes: Experiment and theory	PRC	1985
201254	William I. Weisberger	16.8	8	2.29	22	174 90 11 25 10 4 6 1 4 13 2 2 7 1 5 3 4 4 2 0 1	1	Renormalization of the Weak Axial-Vector Coupling Constant	PRL	1965
201328	Michael I. Haftel	8.6	10	2.5	23	14 27 3 6 16 7 12 2 9 5 1 15 14 9 2 2 0 5 0 18 12 15	2	Off-Shell Effects in Nuclear Matter	PRC	1971
201431	Ali Javan	8.96	11	2.18	28	4 0 1 11 2 34 7 30 2 4 4 18 6 19 8 11 1 9 23 33 5 13 1 0 0 2 2	6	Population Inversion and Continuous Optical Maser Oscillation in a Gas Discharge Containing a He-Ne Mixture	PRL	1961
201439	S. K. Soni	1.27	3	0.89	18	4 1 0 1 0 2 3 3 2 3 0 0 0 0 3 1 0	1	Decay of ^{59}Fe to Levels of ^{59}Co	PRC	1973
201809	Thomas A. Weber	14.8	8	2.21	28	6 4 6 0 5 0 1 4 2 10 8 4 22 0 23 17 239 14 9 7 13 4 7 5 1 1 1	17	Computer simulation of local order in condensed phases of silicon	PRB	1985
201852	Jean Paul Pouget	10.6	17	2.77	50	13 3 30 17 23 24 7 5 12 14 13 10 5 12 4 0 7 9 1 1 0 3 3 3 2 2 5 16 16 18 8 5 8 14 9 5 12 2 18 91 6 7 2 21 0 8 2 10 14	40	Structural Evidence for a Spin Peierls Ground state in the Quasi-One-Dimensional Compound CuGeO_{3}	PRL	1994
201955	G. W. Hoffmann	9.33	20	2.41	51	2 2 0 1 2 5 3 2 0 12 14 17 19 7 37 9 15 10 45 20 20 18 34 15 26 58 37 17 21 6 2 4 23 3 7 38 11 6 8 5 4 8 4 5 13 54 20 10 2 15	67	Nuclear dependence of dimuon production at 800 GeV	PRL	1990
202072	E. J. Cohen	6.27	14	1.83	69	0 12 8 3 2 6 3 8 3 18 3 0 5 4 2 0 4 2 2 0 9 2 4 34 12 1 9 4 1 6 2 35 10 12 0 16 10 8 2 7 1 3 9 1 2 0 17 2 9 1 10 5 5 2 2 5 6 4 3 7 7 0 2 2 25 21 4 8	33	Fluorescence line narrowing, localized exciton states, and spectral diffusion in the mixed semiconductor CdS_{x}Se_{1-x}	PRB	1982
202249	H. M. Georgi	34.0	29	5.56	67	5 5 1 94 54 47 14 8 12 35 56 89 349 51 21 186 16 16 291 58 7 9 65 26 45 20 56 10 96 22 13 12 30 3 4 15 49 32 10 43 10 0 10 1 11 1 7 15 3 3 40 7 25 23 25 0 4 29 16 7 4 1 29 12 9 6	13	Unity of All Elementary-Particle Forces	PRL	1974
202293	Giulio Casati	11.8	15	3.15	41	5 0 5 2 6 8 4 5 35 46 16 4 13 19 9 8 14 34 3 11 21 8 12 25 9 10 10 0 12 4 23 5 41 5 13 0 3 14 13 9	10	Energy-Level Statistics of Integrable Quantum Systems	PRL	1985
202300	Michael S. Pindzola	9.17	20	2.74	118	8 8 6 3 6 2 3 7 8 2 2 4 5 21 5 20 3 8 11 16 22 4 24 7 11 4 2 26 7 23 6 9 12 3 13 14 23 8 3 12 13 7 26 5 7 3 3 9 7 10 2 3 1 7 5 6 8 3 8 0 14 2 14 18 2 12 3 7 5 1 2 19 12 8 12 4 1 3 7 1 5 8 7 3 14 4 10 2 4 14 5 3 0 25 5 7 4 20 33 1 29 8 41 11 8 7 23 9 3 16 22 25 8 27 3 7 10	104	Total ionization cross section for electron-hydrogen scattering using a time-dependent close-coupling method	PRA	1996
202856	M. A. Moinester	12.8	17	3.27	12	17 10 21 4 6 20 14 13 23 17 36	29	Pion absorption on ^{3}He at T_{π}=62.5 and 82.8 MeV	PRC	1986
202950	Vladimir Paar	3.16	6	1.29	31	7 6 3 0 5 1 0 3 1 2 6 3 2 2 5 6 12 8 0 0 0 1 3 1 1 1 2 6 0 5	17	Two- and four-quasiparticle states in the interacting boson model: Strong-coupling and decoupled band patterns in the SU(3) limit	PRC	1990
202963	Chuan Hung Chen	19.2	18	2.84	61	1 0 2 7 8 1 6 0 17 4 24 0 0 31 5 2 2 3 0 7 18 11 13 4 6 2 1 21 134 34 3 6 21 19 25 3 7 4 0 5 2 3 138 88 28 2 9 106 138 4 13 0 9 2 51 23 16 2 8 11	43	Charge modulations in La_{2-x}Sr_{x}NiO_{4+y}: Ordering of polarons	PRL	1993
202990	Walter Kohn	18.5	35	3.8	108	1 1 33 13 11 2 11 0 3 5 1 0 6 22 9 0 0 10 2 67 19 11 30 6 8 8 13 13 52 16 13 4 41 22 18 6 19 14 58 6 19 5 12 71 17 7 17 5 201 52 25 10 8 11 9 17 142 3 3 26 42 38 21 7 11 19 6 18 10 11 42 44 7 9 0 4 16 15 33 4 18 39 6 3 8 11 6 0 2 0 10 13 10 12 5 8 1 7 0 6 10 4 3 63 67 12 61	49	Self-Consistent Equations Including Exchange and Correlation Effects	PR	1965
203029	Hans L. Skriver	15.9	20	3.84	60	4 5 6 2 18 9 8 12 6 19 26 9 117 3 3 1 4 4 4 4 1 77 13 28 64 14 36 9 13 1 12 11 3 16 8 30 2 8 26 27 27 25 10 4 43 4 13 17 9 10 12 9 11 17 7 7 34 33 3	13	Crystal structure from one-electron theory	PRB	1985
203035	Bernard Pire	8.1	8	2.13	19	3 0 2 1 0 1 7 8 1 6 21 19 8 7 18 1 8 13	19	Probing Partonic Structure in γ^{*}γ → ππ near Threshold	PRL	1998
203306	W. M. Bugg	2.46	7	1.05	15	0 11 5 6 16 7 0 0 3 12 0 0 3 5	37	Observation of Nonlinear Effects in Compton Scattering	PRL	1996
203347	Hiromoto Uwe	6.75	6	2.06	12	11 6 1 1 12 22 2 9 1 1 5	6	Ferroelectric microregions and Raman scattering in KTaO_{3}	PRB	1986
203538	Loyal Durand	12.9	20	3.12	78	6 9 10 6 5 22 13 9 43 45 11 1 16 3 44 4 9 51 39 4 46 24 31 5 19 14 5 9 54 5 5 10 5 5 3 1 2 0 0 11 6 16 11 12 5 12 11 0 11 11 3 6 0 49 4 5 22 8 34 24 19 8 27 3 7 8 17 0 12 2 14 8 0 2 19 8 1	29	Diffraction Model for High-Energy pp Scattering	PRL	1968
203681	L. G. Ratner	16.6	18	4.17	20	44 29 16 37 13 2 15 9 10 6 27 7 2 29 40 13 8 2 31	1	Structure in π^{-}p Elastic Scattering at 180°	PRL	1966
203682	Robert J. Celotta	18.5	17	4.33	39	4 3 7 9 2 8 39 9 1 6 13 12 20 9 5 14 10 18 14 12 8 5 29 23 7 6 38 135 8 10 67 11 1 31 42 46 13 7	28	Observation of two different oscillation periods in the exchange coupling of Fe/Cr/Fe(100)	PRL	1991
203721	Yu Kwon Kim	10.5	17	2.7	44	1 13 24 30 11 12 41 11 13 11 5 15 2 7 10 10 1 18 11 6 2 5 6 6 14 0 6 10 41 5 3 4 1 0 0 5 33 33 20 7 3 5 9	29	Electron production in proton collisions: total cross sections	RMP	1985
203849	Hyatt M. Gibbs	13.4	21	3.59	56	14 15 21 3 6 3 6 20 4 1 1 33 3 12 7 6 7 7 8 4 67 9 21 30 7 54 16 2 23 10 12 9 14 10 6 10 19 0 3 8 13 13 6 46 3 18 15 3 9 9 5 9 16 2 43	21	Differential Gain and Bistability Using a Sodium-Filled Fabry-Perot Interferometer	PRL	1976
203858	Peter J. Lindstrom	16.6	13	3.66	20	13 30 83 15 2 9 23 23 11 29 7 30 6 34 12 17 3 3 5	3	Momentum Distributions of Isotopes Produced by Fragmentation of Relativistic ^{12}C and ^{16}O Projectiles	PRL	1975
203866	William J. Mullin	8.5	9	2.24	24	13 6 27 44 13 4 10 11 6 1 3 3 2 2 17 0 2 7 2 14 2 0 13	4	Theory of Quantum Crystals. II. Three-Body Term in the Cluster Expansion	PR	1967
203918	Lazar Friedland	5.65	8	1.83	23	4 0 17 1 12 7 3 2 0 4 8 1 2 1 16 0 3 7 6 11 5 6	3	Free-Electron Laser with a Strong Axial Magnetic Field	PRL	1980
203931	J. B. Wilhelmy	7.5	13	2.29	30	24 13 16 19 6 6 1 6 7 16 4 2 7 2 3 7 6 11 11 8 0 1 9 7 16 11 0 2 9	1	Experimental Information Concerning Deformation of Neutron Rich Nuclei in the A∼100 Region	PRL	1970
204031	H. Schmidt Böcking	6.62	10	2.01	40	3 0 3 4 3 1 1 8 6 5 2 1 13 7 2 2 8 1 2 5 20 20 6 16 21 0 11 6 6 3 0 2 1 13 23 7 13 7 11	35	Imaging of Saddle Point Electron Emission in Slow p-He Collisions	PRL	1996
204050	L. Wilmer Anderson	6.0	11	1.98	57	8 26 10 28 2 8 11 4 7 12 15 5 2 3 2 2 0 5 6 1 6 3 3 5 0 2 2 0 4 6 6 5 2 12 3 6 3 4 2 7 6 0 8 4 8 3 7 1 4 7 2 1 8 10 7 15	4	Hyperfine Structure of Hydrogen, Deuterium, and Tritium	PR	1960
204199	Tsutomu Yabuzaki	5.48	10	1.84	25	0 3 0 3 3 3 5 3 14 8 4 3 5 9 0 3 12 12 15 10 10 8 3 1	19	Spectroscopy of alkali atoms and molecules in superfluid helium	PRL	1993
204385	Guy Deutscher	11.4	17	2.6	63	18 4 1 4 4 6 4 6 0 26 12 0 7 0 2 3 8 5 21 11 27 13 6 33 24 5 1 5 3 11 26 21 24 11 0 1 5 11 3 52 3 9 109 17 8 5 0 2 3 10 3 0 31 14 7 11 13 2 8 4 0 5	43	Origin of superconductive glassy state and extrinsic critical currents in high-T_{c} oxides	PRL	1987
204448	Irshad Ahmad	6.09	14	1.79	41	8 7 6 3 3 5 5 4 1 2 3 4 6 3 26 0 2 5 0 2 8 0 3 4 19 14 2 12 1 10 22 3 27 2 10 6 3 41 7 29	38	Observation of superdeformation in ^{191}Hg	PRL	1989
204811	Fayyazuddin	5.55	8	1.1	56	9 9 13 4 6 3 0 0 162 8 2 5 11 3 0 1 5 3 1 1 0 0 3 7 3 1 0 1 0 0 0 6 0 3 0 6 2 0 0 0 0 1 0 1 8 2 1 3 1 6 2 1 2 1 0	9	Algebra of Current Components and Decay Widths of ρ and K^{*} Mesons	PR	1966
204891	Hilbert V. Löhneysen	11.8	15	2.66	55	5 4 6 2 7 8 15 3 14 4 4 4 3 2 29 1 0 2 29 6 1 26 20 0 13 42 5 6 1 32 8 23 86 12 1 20 3 10 7 14 8 4 5 3 19 3 10 3 0 2 53 9 2 62	33	Non-Fermi-liquid behavior in a heavy-fermion alloy at a magnetic instability	PRL	1994
204958	Carlos Tejedor	9.4	15	2.49	54	0 19 10 8 13 5 16 9 1 9 0 3 15 1 5 1 4 17 26 2 6 7 17 5 2 2 2 4 4 4 7 7 2 1 2 15 3 7 28 5 2 4 62 17 1 20 11 10 30 21 1 5 4	44	Capacitance spectroscopy in quantum dots: Addition spectra and decrease of tunneling rates	PRB	1994
204972	Arthur C. Gossard	24.5	45	4.89	167	18 20 60 13 21 10 4 19 1 4 0 18 6 23 11 4 9 3 7 1 13 8 30 24 6 46 23 22 6 55 51 2 15 111 16 22 9 52 32 17 228 59 17 78 27 5 28 25 19 71 11 147 37 9 31 48 91 13 101 44 32 66 79 147 2 62 13 10 57 64 18 39 6 26 12 13 6 19 12 26 8 10 70 54 15 7 31 32 1 25 8 5 30 37 18 18 4 18 2 14 11 13 8 13 9 6 2 5 2 4 2 7 13 3 10 0 44 10 43 4 1 2 7 1 7 1 1 1 0 9 0 16 4 8 27 55 1 23 20 36 91 73 53 2 8 18 31 83 5 17 1 14 3 3 4 2 36 26 10 8 14 26 4 0 67 49	41	Two-Dimensional Magnetotransport in the Extreme Quantum Limit	PRL	1982
205048	K. R. Subbaswamy	9.27	14	2.42	37	7 0 0 2 8 7 8 1 33 15 4 1 9 6 3 4 5 5 10 10 12 0 3 3 1 13 34 15 5 19 17 0 9 19 29 25	27	Nonorthogonal tight-binding molecular-dynamics study of silicon clusters	PRB	1993
205141	Jene A. Golovchenko	13.8	19	3.37	39	7 8 9 3 7 12 1 5 29 9 3 36 6 15 10 2 9 44 19 31 37 8 2 20 7 9 30 21 7 17 20 53 8 6 0 10 1 0	32	Direct measurement of diffusion by hot tunneling microscopy: Activation energy, anisotropy, and long jumps	PRL	1992
205191	Henry W. Kendall	17.6	17	3.74	20	7 2 26 15 11 42 8 9 8 8 14 2 66 4 29 88 107 108 4	18	Inelastic Electron-Proton Scattering at Large Momentum Transfers and the Inelastic Structure Functions of the Proton	PRD	1972
205197	Stephen S. Pinsky	8.46	12	2.11	64	11 4 7 10 4 2 6 1 0 47 0 10 1 1 0 2 16 2 0 7 6 9 6 4 5 0 0 3 0 1 4 0 7 3 5 1 1 8 12 7 11 3 8 4 9 2 27 0 34 35 6 3 6 30 32 26 14 20 12 8 4 16 9	10	Multiplicity Distributions Resulting from Multiperipheral Plus Diffractive Production	PRD	1973
205199	Jan Korringa	4.41	6	1.54	17	0 10 0 1 2 4 10 6 4 3 2 4 5 2 1 0	17	Coherent-Potential Approximation for Random Systems with Short-Range Correlations	PRB	1972
205204	Edwin Norbeck	5.03	10	1.79	27	0 9 13 10 4 4 4 10 1 3 4 1 3 5 5 3 0 3 5 3 1 17 3 3 1 1	31	Mass dependence of the disappearance of flow in nuclear collisions	PRL	1993
205276	A. D. Chakrabarti	6.61	14	1.8	83	2 2 0 10 3 3 4 7 5 3 4 1 1 7 2 4 1 2 27 3 5 4 23 42 1 9 2 2 15 7 1 35 1 10 18 0 13 12 4 18 2 0 8 3 5 4 4 0 1 2 2 7 2 17 19 3 9 17 1 4 2 22 2 0 0 1 5 2 17 5 9 28 4 4 1 6 2 1 5 6 3 3	24	Numerical Study of the Cahn-Hilliard Equation in Three Dimensions	PRL	1988
205305	Jerry V. Moloney	10.6	13	2.79	40	1 10 12 14 7 12 3 1 1 6 10 2 3 9 16 5 1 10 1 2 43 1 4 12 19 27 3 8 12 17 33 54 11 2 3 21 8 10 2	32	Light-polarization dynamics in surface-emitting semiconductor lasers	PRA	1995
205450	Meng Ta Chung	6.24	8	1.96	25	3 1 12 0 3 2 9 16 3 2 16 16 2 14 7 7 2 0 2 2 3 20 8 3	22	Quark spin distribution and quark-antiquark annihilation in single-spin hadron-hadron collisions	PRL	1993
205538	Michael Bretz	14.4	10	2.89	21	13 1 23 21 15 67 22 8 49 7 2 9 10 7 5 2 0 0 36 7	6	Phases of He^{3} and He^{4} Monolayer Films Adsorbed on Basal-Plane Oriented Graphite	PRA	1973
205776	Roland Currat	7.16	10	2.09	24	9 15 3 5 10 13 8 15 7 16 6 2 16 4 0 0 0 14 2 1 0 2 18	23	Direct Observation of Charge Density Wave Current Conversion by Spatially Resolved Synchrotron X-Ray Studies in NbSe_{3}	PRL	1998
205780	James H. Rose	13.9	14	3.18	30	2 10 11 8 10 8 20 5 18 41 10 19 3 27 42 66 14 2 0 25 1 0 10 27 18 8 5 6 1	16	Universal features of the equation of state of metals	PRB	1984
205950	A. Gelberg	5.95	9	1.96	23	7 12 9 5 4 12 7 2 14 4 2 0 5 0 2 0 1 11 2 1 11 4	23	2^{+} mixed symmetry state in the O(6)-like nucleus ^{128}Xe	PRC	1997
206037	Carl W. Garland	11.7	19	3.13	80	10 4 4 7 1 10 18 11 10 7 3 11 5 3 8 6 4 3 3 3 16 18 7 18 21 39 25 27 39 5 0 8 8 14 18 13 19 2 11 6 5 2 14 21 17 8 6 1 9 1 6 12 17 3 3 5 3 63 16 26 10 9 41 2 3 41 15 16 7 5 8 24 6 20 3 1 3 1 0	58	Phase behavior of the liquid crystal 8CB in a silica aerogel	PRL	1992
206050	W. Henry Weinberg	5.59	8	1.68	27	2 9 0 0 2 0 6 3 5 0 17 6 32 3 2 1 6 1 3 5 8 6 4 3 0 11	13	New Mechanism for Hydrogen Desorption from Covalent Surfaces: The Monohydride Phase on Si(100)	PRL	1989
206059	A.  B. Chen	8.44	10	2.1	29	17 3 0 2 1 12 17 1 17 11 59 20 5 5 25 4 6 15 4 3 4 2 2 3 2 2 2 0	11	Electronic structure of pseudobinary semiconductor alloys Al_{x} Ga_{1-x}As, GaP_{x}As_{1-x}, and Ga_{x}In_{1-x}P	PRB	1981
206072	Massimo Altarelli	18.0	18	4.13	35	11 13 17 1 11 10 2 15 8 9 7 12 12 28 16 66 67 1 14 27 76 15 42 5 12 8 19 45 5 0 21 1 6 5	21	Calculations of hole subbands in semiconductor quantum wells and superlattices	PRB	1985
206076	Paul C. Kepple	8.6	8	2.45	20	3 2 37 2 2 10 4 17 25 11 11 4 5 5 2 18 5 1 6	3	Improved Stark Profile Calculations for the Hydrogen Lines Hα, Hβ, Hγ, and Hδ	PR	1968
206123	John B. Ketterson	8.11	17	2.2	101	13 14 2 9 10 12 11 10 11 17 13 6 10 10 3 5 24 2 16 4 4 10 31 5 7 13 6 7 6 2 1 8 9 15 24 3 8 14 2 1 7 8 4 3 10 8 2 5 2 8 10 13 20 2 7 20 2 9 22 11 3 10 0 7 3 2 0 10 0 3 1 6 3 6 12 4 7 33 2 1 1 1 1 8 4 0 0 2 4 6 1 0 3 20 1 32 7 0 5 1	103	Asymmetric Flux Pinning in a Regular Array of Magnetic Dipoles	PRL	1998
206225	Ole K. Andersen	29.8	31	5.7	77	10 16 8 30 149 35 20 18 33 18 19 12 5 2 7 0 42 40 14 143 28 26 88 16 11 16 20 47 62 122 35 19 7 6 2 16 21 0 14 13 3 0 45 1 42 1 12 10 13 166 27 23 3 36 75 23 6 8 43 5 7 81 5 9 9 19 10 10 22 98 9 2 215 3 22 14	72	Improved tetrahedron method for Brillouin-zone integrations	PRB	1994
206307	Leonard S. Goodman	5.0	9	1.76	41	0 9 6 9 0 5 3 6 1 10 2 8 5 23 5 4 2 3 3 2 18 10 8 6 2 3 6 1 2 1 4 12 4 1 2 2 0 3 6 4	14	Magnetic Hyperfine Interaction of Cr^{53}	PR	1963
206588	Shlomo Alexander	27.0	15	4.35	28	13 2 6 2 2 6 2 0 1 28 6 128 16 4 171 83 33 53 25 5 21 36 21 9 13 34 32	15	Anomalous Diffusion on Percolating Clusters	PRL	1983
206710	Tapan Kumar Das	13.3	9	1.91	34	5 2 119 79 92 19 31 7 0 7 3 0 2 0 5 2 1 0 0 0 7 3 5 6 11 27 5 1 6 1 0 3 1	4	Symmetry, Superconvergence, and Sum Rules for Spectral Functions	PRL	1967
206782	Michael S. Feld	12.9	15	2.98	41	1 33 30 24 1 9 1 0 48 1 3 4 41 10 2 3 14 12 9 16 12 19 14 4 6 4 3 5 5 56 26 1 2 5 54 3 6 12 18 2	30	Enhanced and inhibited visible spontaneous emission by atoms in a confocal resonator	PRL	1987
207044	Edward R. Flynn	5.9	13	1.7	74	8 20 6 35 10 8 7 17 6 5 3 74 11 1 4 9 11 11 8 4 1 7 2 1 3 4 4 0 3 3 11 8 4 8 3 3 6 1 1 2 2 1 5 3 0 2 12 1 3 1 2 2 0 3 0 4 2 7 8 2 0 8 2 7 4 8 3 2 7 0 2 1 3	11	Triton Elastic Scattering at 20 MeV	PR	1969
207063	Theodore W. Burkhardt	7.92	11	2.24	26	0 7 5 23 12 12 2 0 3 11 10 1 3 3 9 10 6 5 2 2 0 24 2 21 21	22	Density profiles in confined critical systems and conformal invariance	PRL	1991
207152	Robert E. Tribble	5.74	10	1.7	35	13 15 12 1 7 2 2 4 3 1 5 12 4 4 3 0 2 3 3 0 0 3 0 1 0 3 13 2 3 41 8 4 10 4	37	Solar fusion cross sections	RMP	1998
207153	Richard E. Mischke	7.04	12	2.33	25	4 1 6 12 5 13 1 5 8 0 3 22 7 11 5 3 5 20 8 6 3 10 12 19	36	Search for rare muon decays with the Crystal Box detector	PRD	1988
207219	Gerard H. Lander	6.91	15	2.27	67	6 5 4 9 6 10 2 2 0 4 0 9 4 3 8 9 6 4 5 14 2 4 14 1 17 7 9 2 3 7 10 9 7 8 7 8 4 3 4 3 9 11 18 4 2 11 1 11 7 17 10 3 4 5 6 0 8 1 12 7 1 0 7 9 8 17	68	Enhancement of Magnetic Fluctuations on Passing below T_{c} in the Heavy Fermion Superconductor UPd_{2}Al_{3}	PRL	1998
207447	J. W. Cable	6.65	18	1.86	55	14 0 2 0 23 0 9 1 15 11 3 7 6 12 1 13 4 11 16 9 5 0 23 5 5 6 4 8 14 8 1 3 0 1 1 1 1 15 27 10 3 0 5 28 1 4 8 1 3 4 0 3 3 7	44	Observation of a Magnetic Antiphase Domain Structure with Long-Range Order in a Synthetic Gd-Y Superlattice	PRL	1986
207461	Arnold J. Glick	6.21	10	1.77	28	9 13 2 11 40 0 8 4 1 10 1 3 9 1 7 15 0 2 7 11 5 2 4 5 0 0 0	5	Threshold Behavior of the Soft-X-Ray Spectra in Metals	PR	1969
207551	Herbert R. Schober	17.8	15	4.16	30	12 8 7 3 7 10 3 11 8 40 53 35 35 20 48 57 31 4 1 10 10 8 30 32 1 1 4 9 15	16	Interaction of soft modes and sound waves in glasses	PRB	1992
208000	Bertram Batlogg	37.5	34	6.24	87	3 16 26 4 13 5 5 4 10 9 4 2 1 72 1 3 3 40 11 20 2 4 3 0 25 11 4 19 192 37 31 258 63 66 23 19 28 77 50 134 0 29 25 17 34 9 10 33 25 57 50 148 16 102 24 115 48 5 27 14 3 14 4 55 104 13 20 2 88 89 15 28 88 44 3 57 6 4 10 285 0 58 33 61 133 49	80	Lattice Effects on the Magnetoresistance in Doped LaMnO_{3}	PRL	1995
208018	Oscar E. Vilches	13.0	11	3.29	21	3 9 5 3 4 22 67 10 9 22 33 25 1 10 9 8 6 13 4 7	7	Phases of He^{3} and He^{4} Monolayer Films Adsorbed on Basal-Plane Oriented Graphite	PRA	1973
208027	Hugh P. Kelly	11.0	19	2.87	80	76 5 11 73 66 9 13 7 7 32 14 12 12 13 13 17 8 14 4 7 2 17 7 10 0 6 9 3 32 0 2 8 4 7 8 16 6 5 3 1 3 4 6 10 9 3 7 3 21 3 2 24 21 15 5 6 5 8 9 3 8 1 14 6 17 20 3 15 13 6 3 1 28 1 3 3 11 1 3	1	Correlation Effects in Atoms	PR	1963
208060	Harald Ibach	18.9	23	4.37	55	27 30 45 19 54 31 16 17 13 7 7 10 22 50 37 23 24 11 25 12 21 9 4 22 24 23 0 6 1 2 1 4 1 3 4 35 12 4 115 47 5 35 4 3 3 48 8 16 6 5 20 33 28 2	39	Magnetic live surface layers in Fe/Cu(100)	PRL	1992
208069	Robert Vandenbosch	10.1	19	2.9	82	3 14 27 1 31 45 4 17 8 18 20 8 7 11 2 2 5 2 13 2 10 17 10 6 7 1 7 12 8 13 7 10 10 3 31 11 3 8 8 3 18 12 3 6 13 4 14 20 35 1 6 10 17 26 34 11 3 25 3 10 14 6 5 4 0 5 5 8 5 5 0 6 2 4 4 17 6 10 1 0 3	5	Interpretation of Isomeric Cross-Section Ratios for (n, γ) and (γ, n) Reactions	PR	1960
208129	P. E. Cladis	7.9	13	2.48	32	3 5 5 2 6 20 14 16 1 17 18 9 4 2 3 8 7 6 5 0 4 3 6 7 10 17 2 1 24 9 16	29	Defect dynamics and coarsening dynamics in smectic-C films	PRA	1992
208198	I. I. Rabi	11.7	20	3.22	41	2 16 0 5 8 14 2 3 4 7 2 20 9 20 14 11 11 6 2 14 33 0 22 12 27 41 31 9 21 22 4 13 9 12 16 1 14 4 5 2	26	An Electrical Quadrupole Moment of the Deuteron The Radiofrequency Spectra of HD and D_{2} Molecules in a Magnetic Field	PR	1940
208225	Victor Korenman	10.3	12	3.04	21	3 5 10 10 2 7 4 9 3 49 13 15 8 24 17 3 10 7 4 5	10	Local-band theory of itinerant ferromagnetism. I. Fermi-liquid theory	PRB	1977
208239	L. D. Doverspike	4.53	8	1.62	26	3 15 3 8 7 2 14 11 11 10 2 5 1 7 2 3 0 4 1 1 1 0 2 2 1	2	Elastic Differential Scattering of Low-Energy H^{+} by Rare-Gas Atoms	PRA	1970
208258	P. G. Langacker	27.0	29	5.31	78	1 6 0 0 3 11 14 16 21 15 23 5 1 4 6 35 11 7 4 23 35 21 10 11 20 19 96 8 9 1 3 14 0 4 41 11 203 10 62 14 11 8 55 29 9 55 25 223 24 40 52 22 10 9 7 1 40 83 3 21 48 0 35 69 23 32 28 29 38 51 23 17 46 60 24 33 2	47	Implications of precision electroweak experiments for m_{t}, ρ_{0}, sin^{2}θ_{W}, and grand unification	PRD	1991
208267	William Tobocman	8.37	14	1.99	62	21 29 0 62 3 2 10 5 1 32 2 14 1 1 6 8 5 23 2 3 0 14 10 6 1 10 7 16 0 3 4 0 3 33 9 1 5 3 3 51 12 4 18 7 14 0 3 10 1 3 5 2 6 0 2 6 2 4 9 0 2	3	Numerical Calculation of (d, p) Angular Distributions	PR	1955
208310	Dennis G. Hall	3.52	5	1.4	19	4 3 4 0 3 9 0 9 1 4 5 2 2 0 1 1 1 3	19	Enhanced Dipole-Dipole Interaction between Elementary Radiators Near a Surface	PRL	1998
