id	name	c_10	h_index	Q	paper	citations	IndexBestPaper	TitleBestPaper	JournalBestPaper	YearBestPaper
48	Eric Varoquaux	6.47	8	1.99	23	4 6 24 3 3 2 3 1 2 21 0 16 3 1 10 6 1 1 19 6 7 1	3	Field Splitting of the New Sound Attenuation Peak in ^{3}He-B	PRL	1980
64	Gerald B. Arnold	6.7	10	1.67	31	1 0 4 34 1 20 2 2 9 1 2 3 6 1 8 6 1 0 10 2 1 0 8 3 19 0 0 31 1 20	4	Theory of thin proximity-effect sandwiches	PRB	1978
378	Herbert H. Chen	7.64	17	1.94	74	2 5 7 3 1 0 4 5 5 12 4 32 12 4 13 2 4 3 0 5 7 3 2 1 17 12 5 9 2 3 11 4 1 9 0 18 1 11 6 19 20 11 13 3 6 5 3 6 2 2 2 0 0 2 3 12 23 6 7 6 13 43 0 26 15 6 4 1 3 35 9 0 2	79	Quantum Interference Effects in Spontaneous Emission from an Atom Embedded in a Photonic Band Gap Structure	PRL	1997
476	Jagdeep Shah	21.7	28	4.42	84	0 6 8 8 5 7 4 2 0 1 7 0 2 6 4 6 4 3 16 10 13 15 22 16 35 11 2 5 4 15 12 79 18 74 2 12 33 54 7 4 44 60 83 64 19 25 69 87 21 34 58 49 69 36 75 37 62 25 6 13 10 22 0 27 9 2 52 3 5 8 0 50 7 25 4 5 10 52 25 18 7 2 28	48	Initial thermalization of photoexcited carriers in GaAs studied by femtosecond luminescence spectroscopy	PRL	1991
485	John B. Delos	15.7	20	3.95	45	13 6 16 16 11 6 14 2 0 6 21 32 41 4 13 16 7 7 21 1 4 40 2 18 0 59 34 29 42 39 7 13 19 46 13 27 8 11 8 7 6 8 4 3	26	Effect of closed classical orbits on quantum spectra: Ionization of atoms in a magnetic field. II. Derivation of formulas	PRA	1988
537	Peter W. Langhoff	10.1	8	2.74	13	20 15 4 8 3 22 14 17 0 6 1 15	6	Aspects of Time-Dependent Perturbation Theory	RMP	1972
552	Tomohiro Inagaki	3.5	7	1.41	20	7 7 7 0 4 6 1 2 3 2 6 7 3 17 0 5 0 0 0	14	Search for K_{L}^{0}→μe and K_{L}^{0}→ee decays	PRD	1989
614	Leroy T. Kerth	15.2	10	3.31	19	4 0 5 10 19 24 33 7 1 25 28 29 7 1 29 50 1 9	16	Experimental Limits on the Decays K_{L}^{0}→μ^{+}μ^{-},e^{+}e^{-}, and μ^{±}e^{∓}	PRL	1971
650	M. Schlesinger	2.59	5	1.22	32	6 2 5 3 0 3 2 1 2 0 4 1 1 9 1 3 5 2 4 3 2 1 3 0 5 4 0 5 3 2 0	14	Vector-coupling approach to orbital and spin-dependent tableau matrix elements in the theory of complex spectra	PRA	1977
670	Lorenzo M. Narducci	10.6	17	2.92	57	7 1 1 3 19 2 4 5 3 20 5 2 0 30 9 14 8 28 11 10 11 3 3 4 10 4 4 1 5 2 11 11 5 8 7 22 8 15 14 10 3 2 12 1 4 6 17 9 24 49 26 1 16 42 8 27	50	Spontaneous emission and absorption properties of a driven three-level system	PRA	1990
815	Victor Perez Mendez	8.73	13	2.24	42	0 9 6 15 0 5 9 13 0 3 5 2 13 2 8 13 12 20 30 15 16 5 4 6 22 0 6 35 1 36 10 10 0 4 1 29 8 2 9 7 6	30	Elastic Scattering of Negative Pions on Protons in the Energy Range 500-1000 MeV	PR	1964
1242	S. R. Hartmann	10.2	18	2.69	62	21 37 16 30 74 4 7 6 1 12 2 7 1 9 14 2 12 3 5 3 9 6 20 9 15 21 4 30 14 10 9 9 2 13 0 9 15 2 1 23 3 2 10 4 3 0 20 28 8 5 2 7 11 17 2 5 5 2 11 4 1	5	Photon Echoes	PR	1966
1259	Piet Van Isacker	5.5	11	1.76	44	12 2 2 1 8 21 21 0 5 1 15 4 10 2 8 10 1 0 1 4 2 4 0 0 5 2 5 4 14 6 10 5 6 2 2 5 5 1 3 11 4 0 14	6	Interpretation of the A≈100 transitional region in the framework of the interacting boson model	PRC	1982
1294	Thomas Timusk	21.0	25	4.21	75	14 9 29 19 10 3 21 1 4 6 5 1 4 4 0 5 2 0 2 8 9 2 2 6 51 32 40 53 28 7 16 41 26 5 33 6 2 125 19 24 9 4 18 14 10 1 21 7 135 1 3 18 28 14 20 16 70 20 72 139 16 16 11 6 28 2 13 8 21 15 36 61 5 2	60	In-Plane Anisotropy of the Penetration Depth in YBa_{2}Cu_{3}O_{7-x} and YBa_{2}Cu_{4}O_{8} Superconductors	PRL	1995
1297	Hartland S. Snyder	5.32	11	1.33	34	15 0 0 11 0 2 0 0 11 5 0 1 0 7 1 0 0 50 12 2 9 3 9 1 1 4 4 0 13 5 12 0 1	18	Multiple Scattering of Fast Charged Particles	PR	1949
1321	Robert W. Hellwarth	6.65	9	2.01	26	1 25 4 28 14 8 16 9 9 3 3 9 1 2 4 5 2 2 1 0 0 5 3 4 7	4	Stimulated Raman Scattering From Organic Liquids	PRL	1962
1369	K. F. Huang	8.87	13	2.35	57	20 7 6 2 41 8 59 7 6 4 6 6 0 6 4 21 4 7 9 9 11 7 7 29 0 3 6 13 4 2 6 4 5 6 3 13 6 1 27 2 12 1 8 25 8 0 9 0 1 13 0 6 4 1 1 25	7	Eigenvalues and Eigenfunctions of a Bose System of Hard Spheres and Its Low-Temperature Properties	PR	1957
1466	V. F. Sears	10.3	11	2.64	20	13 8 5 6 1 3 19 20 28 5 1 35 5 14 26 1 2 2 12	12	Neutron-Scattering Determination of the Momentum Distribution and the Condensate Fraction in Liquid ^{4}He	PRL	1982
1677	M. Eibschütz	4.86	8	1.62	38	6 4 25 3 3 13 0 2 5 1 2 3 1 2 0 6 12 1 3 2 0 15 8 5 7 5 2 6 7 2 2 16 6 2 6 2 0	3	Mössbauer Studies of Fe^{57} in Orthoferrites	PR	1967
1778	Guenter Ahlers	17.0	30	4.79	106	8 23 13 8 2 23 14 11 12 10 18 19 2 30 15 53 49 22 7 5 7 15 19 20 33 14 30 4 36 11 26 42 17 10 18 9 11 17 15 8 4 6 20 9 21 5 31 29 15 32 18 10 29 9 0 21 14 11 70 47 10 8 6 11 7 12 49 3 5 5 16 35 21 1 36 24 21 14 7 19 70 18 9 11 2 20 22 4 18 25 14 25 8 5 26 20 3 18 12 21 11 6 0 2 17	81	Spiral defect chaos in large aspect ratio Rayleigh-Bénard convection	PRL	1993
1868	F. Brosens	7.05	8	1.95	20	0 0 1 23 23 5 3 5 6 0 5 10 3 17 7 13 0 11 8	4	Dielectric function of the electron gas with dynamical-exchange decoupling. I. Analytical treatment	PRB	1980
1976	Matthias Scheffler	26.0	32	6.68	95	18 17 19 15 15 36 15 2 26 19 28 5 83 3 16 35 16 72 16 7 26 54 63 125 93 46 15 93 21 6 16 47 9 27 35 1 24 64 28 14 57 22 1 12 44 1 21 47 14 29 25 13 12 24 5 31 9 48 15 49 29 7 20 12 4 26 35 11 51 23 30 13 5 36 17 38 20 3 6 35 26 53 21 8 24 7 20 23 7 3 8 10 44 29	24	Analysis of separable potentials	PRB	1991
1993	J. A. Cizewski	5.67	12	1.62	31	7 34 2 2 2 2 0 4 2 7 8 2 7 5 4 8 3 2 0 2 4 5 2 0 4 2 2 0 7 1	35	Pseudospin symmetry and quantized alignment in nuclei	PRL	1990
1998	Richard W. Fink	10.8	11	2.04	52	8 1 9 7 3 16 1 1 3 2 3 6 12 4 28 1 14 6 2 6 7 3 66 4 9 4 5 2 11 19 4 2 12 2 4 2 2 2 6 0 4 1 221 2 0 2 5 0 1 5 1	43	X-Ray Fluorescence Yields, Auger, and Coster-Kronig Transition Probabilities	RMP	1972
2120	Uwe Wille	9.0	9	2.72	14	14 18 19 2 10 1 6 11 1 12 3 11 9	3	Systematic investigation of diabatic correlations	PRA	1976
2129	Nicolás García	11.4	12	2.59	39	16 16 6 8 3 9 0 4 5 3 0 26 3 3 0 2 45 15 9 6 10 93 0 8 2 5 9 18 4 3 35 3 5 18 14 22 1 15	22	Quantum contact in gold nanostructures by scanning tunneling microscopy	PRL	1993
2358	Roy H. Neynaber	5.47	8	1.79	17	20 12 7 11 4 4 5 6 8 7 1 4 3 0 0 1	1	Collisions of Electrons with Hydrogen Atoms. III. Elastic Scattering	PR	1958
2401	Anthony Houghton	17.9	16	3.63	37	3 3 7 7 4 4 8 0 35 4 51 12 20 35 12 3 10 3 14 14 6 10 5 13 3 11 14 4 15 3 238 12 10 20 18 23	31	Flux lattice melting in high-T_{c} superconductors	PRB	1989
2486	Antonios Gonis	7.84	13	2.2	51	4 9 6 5 27 0 33 2 3 2 5 5 2 20 2 2 7 1 1 35 5 2 31 17 5 8 6 16 4 0 3 5 3 3 4 10 2 6 22 0 5 6 4 4 1 17 10 6 0 11	20	Configurational energies and effective cluster interactions in substitutionally disordered binary alloys	PRB	1987
2487	Samuel H. Liu	7.91	18	2.21	103	9 13 10 6 7 4 5 11 10 12 5 16 2 7 7 7 1 13 9 31 8 14 8 5 6 10 6 8 2 3 6 2 5 2 3 4 7 5 8 15 3 11 31 5 3 27 7 5 22 2 5 0 0 1 2 9 5 2 1 7 12 12 2 0 0 1 2 8 1 1 34 12 24 2 3 1 13 7 37 18 9 8 17 6 3 26 3 0 3 14 7 24 1 12 0 7 6 0 0 4 6 0	79	Optical excitation of quasiparticle pairs in the vortex core of high-T_{c} superconductors	PRL	1992
2559	Raymond S. Willey	8.41	12	1.96	39	1 13 41 6 41 1 3 2 1 2 3 6 57 13 5 0 9 0 0 16 1 20 0 7 24 8 7 1 2 3 3 2 9 4 1 2 4 4	13	Hadronic spectroscopy for a linear quark containment potential	PRD	1975
2569	M. G. Payne	9.56	15	2.84	41	0 5 8 6 7 13 1 7 9 2 14 19 38 5 35 11 23 4 4 20 19 8 9 9 8 8 5 0 11 9 14 11 10 8 5 8 6 1 2 9	13	Resonantly Enhanced Multiphoton Ionization and Third-Harmonic Generation in Xenon Gas	PRL	1980
2581	Ivan K. Schuller	13.4	22	2.73	89	8 20 0 1 6 50 17 28 1 0 14 6 14 36 15 28 10 24 11 6 15 0 23 4 0 14 9 1 4 3 18 2 5 2 7 25 166 8 4 1 1 1 10 1 2 76 3 8 1 7 0 2 2 10 13 12 9 62 80 5 17 22 2 5 6 2 26 23 1 3 16 8 14 1 3 8 73 9 4 6 3 7 118 4 1 13 1 32	37	Oxygen ordering and the orthorhombic-to-tetragonal phase transition in YBa_{2}Cu_{3}O_{7-x}	PRB	1987
2663	H. W. Wyld	13.1	17	2.98	56	2 2 2 0 12 4 39 1 3 8 10 1 4 6 1 5 4 1 4 0 1 10 25 21 7 5 9 3 3 3 25 9 15 30 4 21 20 7 45 58 27 32 46 13 4 5 2 10 8 8 3 53 36 39 22	40	Deconfinement and Chiral Symmetry Restoration at Finite Temperatures in SU(2) and SU(3) Gauge Theories	PRL	1983
2830	K. O. Groeneveld	5.13	9	1.83	23	4 9 3 2 12 7 7 4 7 2 5 10 1 13 9 15 0 12 5 2 0 2	16	Secondary-electron yields from thin foils: A possible probe for the electronic stopping power of heavy ions	PRA	1990
2880	W. D. Whitehead	5.73	8	2.0	23	7 12 17 4 7 0 8 3 0 1 9 8 2 4 9 12 2 2 3 4 10 2	3	Proton Resonances in the Deuteron Bombardment of Carbon	PR	1949
2949	José R. Fulco	9.38	7	2.35	18	5 5 50 8 3 6 9 13 22 1 4 1 2 3 7 0 4	3	Effect of Closed Inelastic Channels on the Width of Resonances	PR	1965
3021	C. S. Wu	6.8	17	1.7	136	0 9 5 6 38 20 19 19 9 12 0 0 5 4 7 14 6 3 7 0 13 6 22 5 6 0 6 13 6 6 0 13 4 9 2 7 18 8 8 3 87 6 21 7 5 6 10 14 1 9 0 33 1 1 1 35 9 2 3 0 7 8 0 3 8 15 3 4 4 3 0 2 8 4 3 13 3 15 2 2 2 1 1 4 0 0 5 4 6 0 1 9 1 4 1 0 3 0 10 6 2 2 2 0 1 0 7 23 24 1 7 9 9 10 11 0 0 3 2 1 1 1 0 14 3 1 9 7 0 0 3 3 3 5 0	41	Experimental Test of Parity Conservation in Beta Decay	PR	1957
3215	R. P. Zia	10.6	11	2.42	27	0 5 15 8 34 23 12 54 3 19 0 11 1 6 14 2 28 0 3 7 0 7 21 8 1 3	8	Effective field theory for interface delocalization transitions	PRB	1983
3248	Jack M. Hollander	23.9	9	2.73	23	0 216 0 4 2 5 28 14 7 2 1 7 10 4 4 6 200 10 3 7 8 7	2	Table of Isotopes	RMP	1953
3262	Joseph M. Reynolds	6.42	8	2.16	21	2 8 1 5 0 11 2 5 4 14 13 11 4 6 23 8 6 5 2 2	15	Magnetic Field Dependence of the Size Effect in the Transport Coefficients of a Cadmium Single Crystal at Liquid-Helium Temperatures	PR	1966
3350	Morris E. Rose	13.1	20	2.12	69	3 0 0 2 35 3 4 0 0 8 2 0 5 4 3 2 15 0 10 0 0 0 8 15 9 19 0 3 18 56 19 13 10 0 0 112 7 3 25 3 10 24 0 3 33 15 2 4 137 97 6 23 14 1 1 6 10 3 43 0 0 6 9 28 6 4 4 1	49	Theory of Angular Correlation of Nuclear Radiations	RMP	1953
3414	John R. Hardy	6.48	12	1.75	58	57 1 22 4 6 16 14 12 6 8 3 5 1 5 3 5 3 3 2 0 2 3 2 4 0 9 3 9 5 8 0 1 25 4 4 4 7 9 1 40 2 5 4 0 7 11 13 3 1 1 0 1 6 2 1 0 2	1	Lattice Dynamics and Specific-Heat Data for Rocksalt-Structure Alkali Halides	PR	1963
3475	D. L. Lin	3.87	9	1.34	62	0 2 1 1 7 8 3 3 0 6 3 0 16 9 2 12 8 4 4 1 7 1 5 4 3 1 23 7 8 2 3 4 9 1 16 0 2 1 1 5 0 1 3 1 0 9 1 3 5 0 4 3 0 4 2 1 1 2 4 2 0	27	Optical-phonon modes in a double heterostructure of polar crystals	PRB	1990
3598	Asok K. Banerjee	2.15	4	0.98	19	0 1 0 1 1 1 0 0 0 1 6 0 1 2 1 10 7 9	16	Static and nonstatic global string	PRD	1996
3646	Riccardo Tubino	2.87	5	1.29	16	4 7 5 3 1 1 0 2 0 8 0 3 1 11 1	14	Photoinduced absorption of polymer solutions	PRB	1993
3784	James R. Samson	11.2	14	3.27	29	7 3 5 13 7 8 3 11 6 9 2 13 40 1 9 8 5 14 4 5 18 6 20 18 29 8 7 43	28	Double photoionization of helium	PRA	1998
4090	F. M. Haldane	35.1	24	6.72	44	21 11 11 28 36 14 21 183 219 1 16 4 89 27 38 14 27 9 9 61 6 40 104 13 52 92 18 14 18 7 3 68 121 31 5 30 12 8 10 18 6 6 5	9	Fractional Quantization of the Hall Effect: A Hierarchy of Incompressible Quantum Fluid States	PRL	1983
4137	Frank T. Solmitz	8.76	13	2.21	43	0 1 0 7 43 8 14 5 0 11 1 5 8 2 4 15 18 6 16 12 20 9 5 8 6 9 13 7 1 14 3 0 2 2 7 5 73 3 4 4 6 0	37	ππ Partial-Wave Analysis from Reactions π^{+}p→π^{+}π^{-}Δ^{++} and π^{+}p→K^{+}K^{-}Δ^{++} at 7.1 GeV/c	PRD	1973
4178	Douglas A. Bryman	7.92	11	2.21	14	1 21 2 1 12 10 19 2 15 21 3 19 7	19	Measurement of the π^{+}→e^{+}ν branching ratio	PRL	1992
4281	Olle Gunnarsson	29.3	33	5.21	91	47 13 20 30 16 65 12 5 21 24 1 4 5 5 4 3 98 39 0 40 62 196 18 26 7 52 19 29 8 13 30 27 9 7 16 15 1 22 30 62 328 64 11 35 91 6 2 5 14 13 3 112 1 11 35 4 0 36 1 1 43 81 1 29 9 3 36 0 28 10 36 17 13 34 9 9 9 20 57 63 14 12 0 3 36 27 15 4 10 166	41	The density functional formalism, its applications and prospects	RMP	1989
4305	H. J. Kunze	5.04	10	1.67	48	12 11 7 13 8 0 3 7 4 4 3 2 1 1 6 2 5 2 8 4 0 6 13 17 2 4 1 0 4 3 19 0 2 11 4 1 1 1 7 10 6 0 4 5 1 2 14	31	Stark broadening of spectral lines along the isoelectronic sequence of Li	PRA	1992
4648	Russell A. Bonham	3.3	6	1.41	20	5 1 5 2 2 0 16 2 3 2 2 1 1 5 7 1 0 4 3	7	Electron-helium absolute total scattering cross sections from 0.5 to 50 eV	PRA	1978
4666	C. C. Foster	11.5	18	2.96	47	1 8 6 3 1 79 49 34 3 31 11 18 12 10 8 27 5 17 3 13 13 6 24 10 9 5 7 7 12 5 28 0 1 22 19 10 11 4 13 3 0 18 15 7 8 5	7	Gamow-Teller Matrix Elements from 0°(p, n) Cross Sections	PRL	1980
4763	Jack G. Gay	16.3	12	3.74	25	3 4 6 11 7 11 3 37 35 8 26 49 7 8 8 8 18 6 2 11 35 87 12 1	22	Spin Anisotropy of Ferromagnetic Films	PRL	1986
4808	M. K. Liu	6.71	11	2.29	28	2 9 13 8 9 9 22 9 5 2 6 1 2 10 0 1 8 5 14 3 4 5 12 8 11 4 2	7	Broken Relative Symmetry and the Dynamics of the A_{1} Phase of ^{3}He	PRL	1979
4818	Marvin Hass	4.02	8	1.52	36	2 7 1 0 9 2 5 3 0 12 0 6 7 1 6 3 3 1 4 9 1 2 4 2 2 5 4 2 5 3 15 11 0 4 6	31	Lifetimes of two-photon-emitting states in heliumlike and hydrogenlike nickel	PRL	1989
4942	I. P. Johnstone	2.52	5	1.18	21	3 0 4 8 1 4 0 0 3 0 2 1 7 0 5 5 1 1 5 2	4	High-spin neutron-hole states in ^{50}Ti and ^{52}Cr	PRC	1978
5142	Ove Poulsen	5.15	8	1.68	26	2 3 0 4 12 1 1 4 3 3 4 4 0 10 1 7 3 8 10 3 2 0 23 1 20	23	Laser cooling of a stored ion beam to 1 mK	PRL	1991
5240	Sidney Yip	11.4	19	3.18	59	2 0 13 15 13 8 19 13 9 4 1 30 1 3 20 5 14 16 8 4 26 16 4 2 12 3 3 25 26 10 4 4 2 2 37 4 14 8 9 9 16 16 20 4 12 2 30 18 5 22 10 9 3 10 4 6 5 65	58	Interatomic potential for silicon defects and disordered phases	PRB	1998
5300	G. Schatz	6.58	10	2.4	24	5 9 7 1 7 15 2 9 4 9 14 0 7 5 5 10 3 5 7 8 10 5 4	6	Deformed 9/2^{+} States and ΔJ=1 Rotational Bands in ^{113,115,117,119}Sb Nuclei	PRL	1975
5541	J. Wayne Rabalais	5.81	7	2.06	27	0 1 4 6 9 2 3 7 3 4 13 16 3 4 6 11 2 4 10 5 4 20 4 7 6 1	22	Carbon Nitride Deposited Using Energetic Species: A Two-Phase System	PRL	1994
5625	Stephen Gregory	7.64	8	2.15	14	2 7 5 10 1 1 23 0 18 17 1 7 4	7	Melting and Wetting Behavior in Oxygen Films	PRL	1983
5677	James D. Garrett	10.5	19	2.84	75	13 15 8 4 13 11 13 6 12 26 8 4 11 8 7 4 1 3 4 1 40 2 13 9 27 10 5 1 2 25 3 3 2 7 34 13 5 2 1 18 19 5 1 7 7 0 12 9 5 18 6 13 2 16 41 26 14 0 13 4 32 25 14 6 24 2 11 2 7 26 18 5 3 17	55	Infrared studies of ab-plane oriented oxide superconductors	PRB	1988
5807	Helena Aksela	7.64	15	2.22	71	12 7 10 9 2 6 5 5 6 2 8 0 0 5 11 5 5 5 6 1 2 2 0 11 20 15 0 2 2 0 5 4 1 14 1 0 6 8 24 1 3 2 21 8 49 2 16 3 12 2 2 17 27 6 11 5 21 17 7 8 8 5 12 9 5 8 4 10 6 6	45	Subnatural linewidths in the Kr M_{5}N_{2,3}N_{2,3} and Xe N_{5}O_{2,3}O_{2,3} resonant Auger spectra	PRL	1993
5813	Yee Jack Ng	9.15	11	2.37	32	4 1 6 3 17 0 14 7 5 8 0 4 18 7 4 17 4 2 5 10 37 1 23 1 1 1 1 6 24 15 34	21	Spin splittings in heavy quarkonia	PRD	1986
5945	G. W. Greenlees	16.6	10	2.37	32	2 1 10 21 76 4 5 260 39 14 2 4 9 7 5 7 6 12 2 3 2 2 3 6 0 6 0 13 2 6 4	8	Nucleon-Nucleus Optical-Model Parameters, A&gt;40, E&lt;50 MeV	PR	1969
5951	Christopher L. Morris	6.81	17	2.08	48	3 1 5 22 3 6 15 12 17 19 4 0 6 7 26 22 6 24 8 6 5 25 5 9 4 8 3 15 14 20 35 17 1 2 17 20 8 14 8 5 8 7 14 10 6 3 1	33	Systematics in pion double charge exchange	PRC	1982
6032	R. L. Aggarwal	11.0	15	2.71	34	32 22 30 6 3 2 8 9 9 5 11 12 5 9 5 11 3 17 1 12 21 1 1 29 36 8 6 0 44 13 2 0 1	29	Transfer-matrix algorithm for the calculation of the band structure of semiconductor superlattices	PRB	1988
6234	M. E. Mostoller	7.78	14	2.23	51	7 2 9 3 11 19 11 4 1 27 1 6 2 0 6 4 3 3 6 28 3 1 13 1 1 1 7 4 3 4 36 8 11 1 1 22 8 5 18 11 3 0 17 6 10 9 18 2 13 5	31	Magnetic ordering in the high-temperature superconductor GdBa_{2}Cu_{3}O_{7}	PRB	1988
6247	Felix Meier	11.1	10	2.49	26	6 6 22 1 3 5 1 4 11 6 2 10 6 1 3 36 64 54 4 18 1 13 5 5 0	17	Magnetism of Epitaxial fcc Iron Films on Cu(001) Investigated by Spin-Polarized Photoelectron Emission	PRL	1987
6357	Richard A. Meyer	3.04	9	1.12	85	2 1 0 2 23 5 10 3 6 4 3 6 3 8 0 3 3 2 1 0 1 5 1 1 7 1 0 2 3 2 5 0 0 1 0 4 0 3 6 0 2 3 0 2 2 10 2 2 5 0 1 7 5 3 1 0 3 1 7 0 0 1 0 3 0 2 3 3 4 18 0 3 1 4 3 2 5 1 8 1 7 6 0 1	5	Transitional Nuclei. I. Decay of ^{154}Eu to Levels of ^{154}Sm and ^{154}Gd	PR	1968
6424	Donald F. Nelson	8.75	12	2.38	37	5 3 8 20 2 16 6 2 2 26 1 17 7 9 18 13 1 16 1 1 2 3 1 1 6 47 25 4 19 7 10 3 3 2 6 10	26	Band nonparabolicity effects in semiconductor quantum wells	PRB	1987
6564	John F. Donoghue	13.5	24	3.38	83	7 41 12 15 2 5 5 14 4 6 3 4 21 2 2 1 45 20 101 1 12 8 6 15 14 2 4 9 5 27 9 2 10 2 3 25 21 12 8 1 6 19 3 29 19 22 2 2 5 6 7 18 18 24 2 16 4 8 21 47 22 6 13 23 1 4 22 14 11 11 37 47 19 1 47 6 10 5 1 16 24 3	19	The pion and an improved static bag model	PRD	1980
6606	K. W. Hill	11.0	12	2.99	16	24 11 3 10 1 11 30 6 5 21 21 23 25 13 8	7	Dielectronic Satellite Spectrum of Heliumlike Iron (Fe XXV)	PRL	1979
6691	Gerald Rosen	1.43	4	0.81	44	3 0 1 2 1 5 3 4 5 1 2 0 1 1 0 1 0 0 1 0 0 0 3 4 3 2 3 1 4 1 1 2 0 0 0 0 0 1 1 0 0 0 6	43	Rigorous analytical lower bound on the ground-state energies of hydrogenic atoms in high magnetic fields	PRA	1986
6905	K. H. Tanaka	5.12	10	1.72	33	10 6 9 2 13 3 4 0 2 2 2 1 13 2 0 4 1 3 7 0 7 3 6 2 24 7 5 9 0 12 6 7	25	New magneto-optical transition in ultrathin Fe(100) films	PRL	1992
6917	Wayne W. Repko	7.46	14	1.94	66	4 2 11 0 2 1 9 12 20 2 2 2 0 0 8 28 1 1 0 1 3 0 11 4 5 0 1 40 0 1 11 6 1 11 10 6 4 20 10 1 34 12 17 10 10 23 15 11 3 17 3 1 3 6 17 2 15 1 6 5 2 17 2 6 4	28	Quarkonium spectra and quantum chromodynamics	PRD	1982
6935	J. B. Hastings	14.8	16	3.99	37	2 8 2 7 35 8 27 2 3 61 25 2 10 9 16 9 7 27 7 6 3 31 25 31 31 16 11 6 9 5 23 7 4 31 21 13	10	Structural Determination of the Symmetry-Breaking Parameter in trans-(CH)_{x}	PRL	1982
6939	Richard D. Deslattes	6.76	12	1.98	30	4 0 0 9 11 4 1 6 2 12 6 3 9 16 5 0 13 47 4 1 5 5 4 15 1 7 4 5 2	18	Threshold studies of a multivacancy process in the Kβ region of argon	PRA	1983
6988	Theodore B. Novey	9.07	12	2.33	28	0 0 25 9 4 0 0 2 3 19 4 0 5 15 16 25 13 15 11 5 12 32 2 8 8 15 7	22	Measurement of Polarization in π^{-}p→π^{0}n and π^{-}p→ηn	PRL	1968
6996	Arthur J. Freeman	16.0	40	3.68	281	5 2 4 2 7 45 11 18 13 23 8 42 100 37 10 2 105 5 17 33 17 19 17 33 15 11 39 10 10 31 19 4 20 30 18 8 5 14 13 2 4 16 27 22 4 45 23 5 70 8 3 7 9 6 9 11 4 3 22 13 1 32 43 12 27 3 15 7 1 14 15 8 44 36 13 2 4 20 11 47 19 13 21 25 40 22 9 131 18 5 14 10 7 4 7 9 7 5 25 6 25 62 28 38 39 2 25 5 54 0 7 48 9 8 19 23 115 31 27 2 32 16 24 17 2 13 3 7 37 20 41 32 98 7 6 22 1 2 5 5 12 5 23 9 2 36 24 2 18 13 4 20 10 27 3 0 2 5 33 163 16 17 21 1 30 1 10 8 19 35 12 10 13 11 9 5 13 12 9 0 7 5 20 25 3 3 14 8 13 13 4 6 45 2 0 6 22 3 7 18 11 0 3 1 15 8 4 7 8 0 38 29 4 13 6 3 13 2 45 2 21 15 1 5 9 8 3 3 2 8 19 8 52 6 4 13 10 27 6 4 1 0 16 2 1 4 2 1 3 10 67 2 2 9 11 2 4 28 6 10 11 0 19 4 8 21 3 9 14 8 5 5 1 4 22 5 18 6 5 2	160	Electronically driven instabilities and superconductivity in the layered La_{2-x}Ba_{x}CuO_{4} perovskites	PRL	1987
7072	Günther Werth	3.25	6	1.55	16	4 3 5 6 5 4 1 1 1 2 4 2 0 6 4	14	Nonlinear collective oscillations of an ion cloud in a Paul trap	PRA	1997
7099	Lloyd Armstrong	8.47	11	2.27	34	6 4 0 2 2 1 0 6 16 4 6 3 8 20 36 7 12 22 8 25 2 7 7 32 11 2 0 9 6 9 1 0 3	15	Exact solution of a realistic model for two-photon ionization	PRA	1975
7101	Madeleine Meyer	5.19	7	1.49	21	1 4 0 1 2 3 3 17 2 0 6 45 1 1 3 7 5 4 1 12	12	Measurements of the vector analyzing power iT_{11} in the πd[over →] elastic scattering reaction between 117 and 325 MeV	PRC	1984
7125	Petr Vogel	9.11	15	2.48	52	10 8 3 7 5 3 4 2 3 1 0 17 2 4 5 2 5 1 9 1 4 3 6 38 52 1 19 9 1 6 9 5 1 18 17 0 8 4 9 9 15 4 20 7 1 7 18 27 7 16 8	25	Nuclear structure effects in double-beta decay	PRC	1988
7380	Roman Smoluchowski	4.39	12	1.28	63	7 1 4 2 1 2 1 0 0 1 1 0 3 9 0 2 1 1 0 2 4 0 2 0 2 0 0 0 0 0 2 4 10 13 12 8 10 2 5 28 0 16 0 7 7 7 5 2 2 9 5 22 11 3 20 9 3 1 0 1 6 0	40	Formation of F Centers in KCl by X Rays	PR	1961
7396	Oriol T. Valls	11.6	17	3.11	77	1 16 7 16 3 16 10 3 11 14 10 3 21 10 5 6 2 42 12 2 35 28 4 6 25 41 30 13 3 10 31 2 30 1 50 40 4 7 11 8 3 38 23 6 14 3 0 7 10 3 7 17 11 6 3 3 6 23 0 6 3 1 5 1 14 11 6 4 14 5 5 1 10 12 8 11	35	Classes for growth kinetics problems at low temperatures	PRB	1988
7485	Samuel C. Fain	13.2	11	3.2	22	7 4 4 0 53 28 35 36 11 16 12 6 8 3 14 10 21 14 3 3 2	5	Structural Phase Transition in Epitaxial Solid Krypton Monolayers on Graphite	PRL	1977
7514	D. R. Hamann	29.0	38	6.12	112	5 19 6 15 9 64 40 5 25 9 33 18 3 0 18 50 64 43 52 25 12 22 30 26 15 20 7 14 2 5 46 15 8 21 3 5 5 12 99 22 47 263 13 27 20 18 44 6 17 48 26 23 16 283 11 22 0 78 38 2 11 12 63 22 34 10 5 130 10 10 13 31 89 90 26 2 13 18 12 10 60 22 12 1 21 56 13 23 27 5 8 6 26 173 5 11 10 10 13 15 5 19 2 34 19 10 53 10 26 14 7	54	Pseudopotentials that work: From H to Pu	PRB	1982
